id_localizacao,concelho,distrito,freguesia
89666,Monção,Viana Do Castelo,Valadares
89667,Serpa,Beja,Pias
89668,Lamego,Viseu,Bigorne
89669,Ribeira De Pena,Vila Real,Limões
89670,Estremoz,Évora,Arcos
89671,Valpaços,Vila Real,Vilarandelo
89672,Mirandela,Bragança,Barcel
89673,Tondela,Viseu,Vilar De Besteiros
89674,Lousada,Porto,Sousela
89675,Felgueiras,Porto,Friande
89676,Vila Nova De Foz Côa,Guarda,Vila Nova De Foz Côa
89677,Matosinhos,Porto,Lavra
89678,Celorico De Basto,Braga,Infesta
89679,Boticas,Vila Real,Vilar
89680,Santa Maria Da Feira,Aveiro,Mosteiró
89681,Setúbal,Setúbal,Setúbal (Nossa Senhora Da Anunciada)
89682,Montalegre,Vila Real,Fiães Do Rio
89683,Resende,Viseu,Felgueiras
89684,Sertã,Castelo Branco,Troviscal
89685,Cuba,Beja,Cuba
89686,Alfândega Da Fé,Bragança,Sendim Da Serra
89687,Macedo De Cavaleiros,Bragança,Corujas
89688,Monchique,Faro,Alferce
89689,Barrancos,Beja,Barrancos
89690,Fundão,Castelo Branco,Pêro Viseu
89691,Vouzela,Viseu,Carvalhal De Vermilhas
89692,Moimenta Da Beira,Viseu,Pêra Velha
89693,Esposende,Braga,Palmeira De Faro
89694,Seia,Guarda,Alvoco Da Serra
89695,Marvão,Portalegre,São Salvador Da Aramenha
89696,Mirandela,Bragança,São Salvador
89697,Celorico De Basto,Braga,Molares
89698,Torre De Moncorvo,Bragança,Horta Da Vilariça
89699,Viseu,Viseu,Calde
89700,Vila Nova De Paiva,Viseu,Fráguas
89701,Santa Maria Da Feira,Aveiro,Fornos
89702,Paços De Ferreira,Porto,Eiriz
89703,Chaves,Vila Real,Vilas Boas
89704,Castro Marim,Faro,Castro Marim
89705,Silves,Faro,Tunes
89706,Castelo Branco,Castelo Branco,Monforte Da Beira
89707,Ílhavo,Aveiro,Gafanha Da Encarnação
89708,Penela,Coimbra,Espinhal
89709,Óbidos,Leiria,Amoreira
89710,Vila Do Conde,Porto,Aveleda
89711,Azambuja,Lisboa,Vila Nova Da Rainha
89712,Fafe,Braga,Fornelos
89713,Vouzela,Viseu,São Miguel Do Mato
89714,Montalegre,Vila Real,Meixide
89715,São Pedro Do Sul,Viseu,Valadares
89716,Amadora,Lisboa,Alfornelos
89717,Melgaço,Viana Do Castelo,Lamas De Mouro
89718,Sernancelhe,Viseu,Chosendo
89719,Silves,Faro,Pêra
89720,Vinhais,Bragança,Vale Das Fontes
89721,Mogadouro,Bragança,Paradela
89722,Tavira,Faro,Santa Catarina Da Fonte Do Bispo
89723,Celorico De Basto,Braga,Codeçoso
89724,Grândola,Setúbal,Grândola
89725,Cadaval,Lisboa,Cercal
89726,Odivelas,Lisboa,Odivelas
89727,Almodôvar,Beja,Santa Cruz
89728,Vila Nova De Famalicão,Braga,Gondifelos
89729,Vila Pouca De Aguiar,Vila Real,Telões
89730,Alfândega Da Fé,Bragança,Parada
89731,Lousada,Porto,Figueiras
89732,Braga,Braga,Braga (São Vítor)
89733,Ponte De Lima,Viana Do Castelo,Fojo Lobal
89734,Arcos De Valdevez,Viana Do Castelo,Gavieira
89735,Oliveira Do Hospital,Coimbra,Nogueira Do Cravo
89736,Tábua,Coimbra,Covas
89737,Castelo De Vide,Portalegre,São João Baptista
89738,Gouveia,Guarda,Figueiró Da Serra
89739,Póvoa De Lanhoso,Braga,Geraz Do Minho
89740,Lourinhã,Lisboa,Moledo
89741,Évora,Évora,Nossa Senhora Da Tourega
89742,Freixo De Espada À Cinta,Bragança,Ligares
89743,Montijo,Setúbal,Pegões
89744,Vila Verde,Braga,Vila De Prado
89745,Cabeceiras De Basto,Braga,Basto
89746,Felgueiras,Porto,Vizela (São Jorge)
89747,Tomar,Santarém,Além Da Ribeira
89748,Ponte Da Barca,Viana Do Castelo,Vila Nova De Muía
89749,Almeirim,Santarém,Raposa
89750,Arraiolos,Évora,Santa Justa
89751,Vila Nova De Foz Côa,Guarda,Mós
89752,Covilhã,Castelo Branco,Covilhã (São Pedro)
89753,Macedo De Cavaleiros,Bragança,Chacim
89754,Bragança,Bragança,Quintela De Lampaças
89755,Montemor-O-Velho,Coimbra,Santo Varão
89756,Castelo De Paiva,Aveiro,Pedorido
89757,Sintra,Lisboa,Sintra (São Martinho)
89758,Valença,Viana Do Castelo,Taião
89759,Melgaço,Viana Do Castelo,Cousso
89760,Sabugal,Guarda,Vilar Maior
89761,Amarante,Porto,Gouveia (São Simão)
89762,Santarém,Santarém,Santarém (Marvila)
89763,Gondomar,Porto,Fânzeres
89764,São Pedro Do Sul,Viseu,Manhouce
89765,Cinfães,Viseu,Fornelos
89766,Seixal,Setúbal,Corroios
89767,Rio Maior,Santarém,Fráguas
89768,Póvoa De Lanhoso,Braga,Campos
89769,Barcelos,Braga,Manhente
89770,Oliveira De Frades,Viseu,Reigoso
89771,Portalegre,Portalegre,Urra
89772,Chaves,Vila Real,Seara Velha
89773,Viseu,Viseu,Ranhados
89774,Almodôvar,Beja,Senhora Da Graça De Padrões
89775,Vila Pouca De Aguiar,Vila Real,Afonsim
89776,Penalva Do Castelo,Viseu,Lusinde
89777,Loulé,Faro,Quarteira
89778,Amares,Braga,Prozelo
89779,Barreiro,Setúbal,Lavradio
89780,Lamego,Viseu,Lazarim
89781,Pampilhosa Da Serra,Coimbra,Machio
89782,Chaves,Vila Real,Santa Leocádia
89783,Mogadouro,Bragança,Peredo Da Bemposta
89784,Murtosa,Aveiro,Torreira
89785,Armamar,Viseu,Vacalar
89786,Bombarral,Leiria,Vale Covo
89787,Ponte De Lima,Viana Do Castelo,Vilar Do Monte
89788,Chaves,Vila Real,São Pedro De Agostém
89789,Mogadouro,Bragança,Remondes
89790,Condeixa-A-Nova,Coimbra,Condeixa-A-Velha
89791,Portimão,Faro,Portimão
89792,Alfândega Da Fé,Bragança,Ferradosa
89793,Mira,Coimbra,Carapelhos
89794,Vila Nova De Famalicão,Braga,Louro
89795,Amadora,Lisboa,Alfragide
89796,Celorico De Basto,Braga,Basto (São Clemente)
89797,Marvão,Portalegre,Beirã
89798,Aguiar Da Beira,Guarda,Souto De Aguiar Da Beira
89799,Torre De Moncorvo,Bragança,Larinho
89800,Lousada,Porto,Lodares
89801,Tomar,Santarém,Junceira
89802,Aveiro,Aveiro,Aradas
89803,Mogadouro,Bragança,Soutelo
89804,Mafra,Lisboa,Ericeira
89805,Vila Do Conde,Porto,Labruge
89806,Barcelos,Braga,Martim
89807,Póvoa De Lanhoso,Braga,Esperança
89808,Vagos,Aveiro,Covão Do Lobo
89809,Tábua,Coimbra,Ázere
89810,Ponte Da Barca,Viana Do Castelo,Sampriz
89811,Olhão,Faro,Quelfes
89812,Sernancelhe,Viseu,Penso
89813,Maia,Porto,Avioso (Santa Maria)
89814,Gondomar,Porto,Medas
89815,Alcochete,Setúbal,Samouco
89816,Maia,Porto,Folgosa
89817,Barreiro,Setúbal,Coina
89818,Carrazeda De Ansiães,Bragança,Mogo De Malta
89819,Mogadouro,Bragança,São Martinho Do Peso
89820,Sabugal,Guarda,Aldeia Da Ribeira
89821,Cabeceiras De Basto,Braga,Pedraça
89822,Braga,Braga,Ferreiros
89823,Barcelos,Braga,Barcelos
89824,Oliveira De Azeméis,Aveiro,Palmaz
89825,Santa Comba Dão,Viseu,Treixedo
89826,Cantanhede,Coimbra,Pocariça
89827,Vila Verde,Braga,Covas
89828,Coruche,Santarém,Erra
89829,Águeda,Aveiro,Aguada De Cima
89830,Vila Verde,Braga,Valbom (São Pedro)
89831,Vila Verde,Braga,Travassós
89832,Gondomar,Porto,Lomba
89833,Amarante,Porto,Vila Garcia
89834,Barcelos,Braga,Perelhal
89835,Amadora,Lisboa,Buraca (Parte)
89836,Bragança,Bragança,França
89837,Marinha Grande,Leiria,Marinha Grande
89838,Torre De Moncorvo,Bragança,Lousa
89839,Tondela,Viseu,Santiago De Besteiros
89840,Caminha,Viana Do Castelo,Orbacém
89841,Beja,Beja,Beja (Santa Maria Da Feira)
89842,Oliveira Do Hospital,Coimbra,São Gião
89843,Tabuaço,Viseu,Pereiro
89844,Figueiró Dos Vinhos,Leiria,Campelo
89845,Cabeceiras De Basto,Braga,Faia
89846,Portel,Évora,Monte Do Trigo
89847,Lisboa,Lisboa,Nossa Senhora De Fátima
89848,Oliveira Do Bairro,Aveiro,Mamarrosa
89849,Lamego,Viseu,Parada Do Bispo
89850,Vila Do Conde,Porto,Fornelo
89851,Penafiel,Porto,Croca
89852,Chaves,Vila Real,Santa Cruz/Trindade
89853,Vila Flor,Bragança,Samões
89854,Vila Real,Vila Real,Andrães
89855,Nelas,Viseu,Santar
89856,Lamego,Viseu,Ferreiros De Avões
89857,Fafe,Braga,Arões (São Romão)
89858,Santiago Do Cacém,Setúbal,Alvalade
89859,Ovar,Aveiro,Ovar
89860,Penalva Do Castelo,Viseu,Vila Cova Do Covelo
89861,Faro,Faro,Santa Bárbara De Nexe
89862,Figueira Da Foz,Coimbra,Tavarede
89863,Montalegre,Vila Real,Salto
89864,Covilhã,Castelo Branco,Paul
89865,Barcelos,Braga,Lama
89866,Almeida,Guarda,Freineda
89867,Tábua,Coimbra,Sinde
89868,Oeiras,Lisboa,Oeiras E São Julião Da Barra
89869,Póvoa De Lanhoso,Braga,Friande
89870,Fafe,Braga,Passos
89871,Albergaria-A-Velha,Aveiro,Albergaria-A-Velha
89872,Águeda,Aveiro,Castanheira Do Vouga
89873,Torres Novas,Santarém,Torres Novas (Santa Maria)
89874,Ponte Da Barca,Viana Do Castelo,Entre Ambos-Os-Rios
89875,Sever Do Vouga,Aveiro,Talhadas
89876,Castro Marim,Faro,Odeleite
89877,Cuba,Beja,Vila Ruiva
89878,Mirandela,Bragança,Alvites
89879,Vieira Do Minho,Braga,Campos
89880,Carrazeda De Ansiães,Bragança,Selores
89881,Arganil,Coimbra,Pomares
89882,Caminha,Viana Do Castelo,Vila Praia De Âncora
89883,Sines,Setúbal,Porto Covo
89884,Nelas,Viseu,Vilar Seco
89885,Lousada,Porto,Macieira
89886,Fornos De Algodres,Guarda,Fuinhas
89887,Vila Nova De Cerveira,Viana Do Castelo,Loivo
89888,Barcelos,Braga,Alvito (São Martinho)
89889,Montalegre,Vila Real,Vilar De Perdizes (São Miguel)
89890,Bragança,Bragança,Macedo Do Mato
89891,Vagos,Aveiro,Fonte De Angeão
89892,Vila Nova De Gaia,Porto,Vilar Do Paraíso
89893,Montijo,Setúbal,Afonsoeiro
89894,Chaves,Vila Real,Oura
89895,Penacova,Coimbra,Carvalho
89896,Vila Verde,Braga,Freiriz
89897,Alijó,Vila Real,Pegarinhos
89898,Serpa,Beja,Brinches
89899,Barcelos,Braga,Roriz
89900,Sabugal,Guarda,Rendo
89901,Santa Maria Da Feira,Aveiro,Louredo
89902,Oliveira Do Bairro,Aveiro,Palhaça
89903,Óbidos,Leiria,Vau
89904,Chaves,Vila Real,Póvoa De Agrações
89905,Palmela,Setúbal,Pinhal Novo
89906,Pinhel,Guarda,Ervas Tenras
89907,Alvaiázere,Leiria,Rego Da Murta
89908,Lousã,Coimbra,Gândaras
89909,Valongo,Porto,Alfena
89910,Crato,Portalegre,Aldeia Da Mata
89911,Barcelos,Braga,Cristelo
89912,Boticas,Vila Real,Boticas
89913,Montemor-O-Velho,Coimbra,Arazede
89914,Lousada,Porto,Boim
89915,Arcos De Valdevez,Viana Do Castelo,Grade
89916,Vila Verde,Braga,Parada De Gatim
89917,Elvas,Portalegre,Vila Boim
89918,Sabrosa,Vila Real,Provesende
89919,Torres Novas,Santarém,Brogueira
89920,Terras De Bouro,Braga,Cibões
89921,Vila Do Conde,Porto,Outeiro Maior
89922,Penafiel,Porto,Urrô
89923,Odivelas,Lisboa,Ramada
89924,Vila Nova De Famalicão,Braga,Cruz
89925,Penafiel,Porto,Marecos
89926,Vila Nova De Famalicão,Braga,Pedome
89927,Guimarães,Braga,Creixomil
89928,Ponte Da Barca,Viana Do Castelo,Bravães
89929,Castro Daire,Viseu,Parada De Ester
89930,Bragança,Bragança,Paradinha Nova
89931,Arcos De Valdevez,Viana Do Castelo,Senharei
89932,Alandroal,Évora,Terena (São Pedro)
89933,Ferreira Do Alentejo,Beja,Peroguarda
89934,Mêda,Guarda,Coriscada
89935,Vila Real,Vila Real,Lamas De Olo
89936,Santa Comba Dão,Viseu,Santa Comba Dão
89937,Chaves,Vila Real,Vilarinho Das Paranheiras
89938,Aveiro,Aveiro,Vera Cruz
89939,Lisboa,Lisboa,Benfica
89940,Chaves,Vila Real,Loivos
89941,Alcobaça,Leiria,Martingança
89942,Felgueiras,Porto,Sousa
89943,Azambuja,Lisboa,Vale Do Paraíso
89944,Oleiros,Castelo Branco,Oleiros
89945,Amarante,Porto,Carneiro
89946,Miranda Do Douro,Bragança,Genísio
89947,Marco De Canaveses,Porto,Freixo
89948,Vila Nova De Famalicão,Braga,Vila Nova De Famalicão
89949,Cinfães,Viseu,Ferreiros De Tendais
89950,Figueiró Dos Vinhos,Leiria,Bairradas
89951,Ponte Da Barca,Viana Do Castelo,Cuide De Vila Verde
89952,Lourinhã,Lisboa,Miragaia
89953,Seia,Guarda,Teixeira
89954,Ferreira Do Zêzere,Santarém,Chãos
89955,Mértola,Beja,São Miguel Do Pinheiro
89956,Sesimbra,Setúbal,Sesimbra (Castelo)
89957,Fundão,Castelo Branco,Fundão
89958,Santa Maria Da Feira,Aveiro,Souto
89959,Fundão,Castelo Branco,Alcaide
89960,Góis,Coimbra,Colmeal
89961,Chaves,Vila Real,Oucidres
89962,Santa Maria Da Feira,Aveiro,Rio Meão
89963,Oliveira Do Hospital,Coimbra,São Paio De Gramaços
89964,Carrazeda De Ansiães,Bragança,Fonte Longa
89965,Vila Flor,Bragança,Carvalho De Egas
89966,Oliveira Do Hospital,Coimbra,Vila Pouca Da Beira
89967,Armamar,Viseu,Tões
89968,Vila Nova De Famalicão,Braga,Ribeirão
89969,Abrantes,Santarém,Aldeia Do Mato
89970,Felgueiras,Porto,Rande
89971,Estarreja,Aveiro,Pardilhó
89972,Odemira,Beja,Luzianes-Gare
89973,Celorico De Basto,Braga,Vale De Bouro
89974,Figueira Da Foz,Coimbra,Moinhos Da Gândara
89975,Vieira Do Minho,Braga,Mosteiro
89976,Guarda,Guarda,Vila Franca Do Deão
89977,Ourique,Beja,Garvão
89978,Bragança,Bragança,Bragança (Sé)
89979,Odemira,Beja,Odemira (São Salvador)
89980,Leiria,Leiria,Caranguejeira
89981,Castanheira De Pêra,Leiria,Coentral
89982,Celorico De Basto,Braga,Corgo
89983,Arraiolos,Évora,Sabugueiro
89984,Vale De Cambra,Aveiro,Cepelos
89985,Mangualde,Viseu,Várzea De Tavares
89986,Amarante,Porto,Ansiães
89987,Coruche,Santarém,Couço
89988,Mafra,Lisboa,Sobral Da Abelheira
89989,Évora,Évora,Horta Das Figueiras
89990,Gouveia,Guarda,Gouveia (São Pedro)
89991,Murça,Vila Real,Murça
89992,Chaves,Vila Real,Vidago
89993,Viana Do Castelo,Viana Do Castelo,Vila Fria
89994,Monção,Viana Do Castelo,Cortes
89995,Abrantes,Santarém,Carvalhal
89996,Macedo De Cavaleiros,Bragança,Santa Combinha
89997,Ribeira De Pena,Vila Real,Alvadia
89998,Guimarães,Braga,Selho (São Jorge)
89999,Póvoa De Lanhoso,Braga,Galegos
90000,Arcos De Valdevez,Viana Do Castelo,Arcos De Valdevez (São Paio)
90001,Lousada,Porto,Silvares
90002,Miranda Do Douro,Bragança,São Martinho De Angueira
90003,Alcoutim,Faro,Vaqueiros
90004,Reguengos De Monsaraz,Évora,Monsaraz
90005,Fafe,Braga,Golães
90006,Ponte Da Barca,Viana Do Castelo,Paço Vedro De Magalhães
90007,Montalegre,Vila Real,Pondras
90008,Penedono,Viseu,Castainço
90009,Torre De Moncorvo,Bragança,Cardanha
90010,Barcelos,Braga,Góios
90011,Ferreira Do Zêzere,Santarém,Beco
90012,Oliveira De Azeméis,Aveiro,Vila De Cucujães
90013,Bragança,Bragança,Carragosa
90014,Guarda,Guarda,Adão
90015,Arronches,Portalegre,Mosteiros
90016,Sabugal,Guarda,Quintas De São Bartolomeu
90017,Santa Maria Da Feira,Aveiro,Mozelos
90018,Vieira Do Minho,Braga,Eira Vedra
90019,Celorico Da Beira,Guarda,Vale De Azares
90020,Vieira Do Minho,Braga,Tabuaças
90021,Paredes De Coura,Viana Do Castelo,Castanheira
90022,Alenquer,Lisboa,Alenquer (Santo Estêvão)
90023,Sernancelhe,Viseu,Freixinho
90024,Albufeira,Faro,Ferreiras
90025,Azambuja,Lisboa,Manique Do Intendente
90026,Braga,Braga,Sobreposta
90027,Porto De Mós,Leiria,Arrimal
90028,Santarém,Santarém,Vaqueiros
90029,Alcobaça,Leiria,Vimeiro
90030,Santarém,Santarém,Azoia De Cima
90031,Felgueiras,Porto,Unhão
90032,Figueiró Dos Vinhos,Leiria,Arega
90033,Carrazeda De Ansiães,Bragança,Vilarinho Da Castanheira
90034,Sátão,Viseu,Sátão
90035,Santa Marta De Penaguião,Vila Real,Fornelos
90036,Amarante,Porto,Gondar
90037,Elvas,Portalegre,Vila Fernando
90038,Covilhã,Castelo Branco,Teixoso
90039,Idanha-A-Nova,Castelo Branco,Oledo
90040,Lagos,Faro,Bensafrim
90041,Vinhais,Bragança,Rebordelo
90042,Carrazeda De Ansiães,Bragança,Parambos
90043,Cantanhede,Coimbra,Covões
90044,Barcelos,Braga,Pousa
90045,Bragança,Bragança,Espinhosela
90046,Arcos De Valdevez,Viana Do Castelo,Jolda (São Paio)
90047,Porto De Mós,Leiria,Mendiga
90048,Celorico De Basto,Braga,Arnóia
90049,Vouzela,Viseu,Alcofra
90050,Monforte,Portalegre,Monforte
90051,Sabrosa,Vila Real,Sabrosa
90052,Alter Do Chão,Portalegre,Alter Do Chão
90053,Bragança,Bragança,Alfaião
90054,Terras De Bouro,Braga,Covide
90055,Arcos De Valdevez,Viana Do Castelo,Vale
90056,Marco De Canaveses,Porto,Paredes De Viadores
90057,Alijó,Vila Real,Ribalonga
90058,Ponte De Lima,Viana Do Castelo,Brandara
90059,Beja,Beja,São Brissos
90060,Barcelos,Braga,Abade De Neiva
90061,Guarda,Guarda,Pousade
90062,Penafiel,Porto,Novelas
90063,Lisboa,Lisboa,Campo Grande
90064,Amares,Braga,Caldelas
90065,Santo Tirso,Porto,Negrelos (São Tomé)
90066,Loulé,Faro,Boliqueime
90067,Cuba,Beja,Faro Do Alentejo
90068,Trancoso,Guarda,Rio De Mel
90069,Sabugal,Guarda,Aldeia De Santo António
90070,Mortágua,Viseu,Trezói
90071,Esposende,Braga,Vila Chã
90072,Odivelas,Lisboa,Olival De Basto
90073,Tondela,Viseu,Guardão
90074,Vieira Do Minho,Braga,Parada Do Bouro
90075,Alijó,Vila Real,Cotas
90076,Amadora,Lisboa,São Brás
90077,Águeda,Aveiro,Águeda
90078,Torres Vedras,Lisboa,Carvoeira
90079,Esposende,Braga,Rio Tinto
90080,Aveiro,Aveiro,Glória
90081,Amares,Braga,Sequeiros
90082,Anadia,Aveiro,Avelãs De Caminho
90083,Vinhais,Bragança,Vilar De Ossos
90084,Alijó,Vila Real,Casal De Loivos
90085,Vila Nova De Gaia,Porto,Arcozelo
90086,São Pedro Do Sul,Viseu,Bordonhos
90087,Braga,Braga,Penso (São Vicente)
90088,Guimarães,Braga,Pencelo
90089,Nelas,Viseu,Nelas
90090,Seia,Guarda,Carragozela
90091,Resende,Viseu,Cárquere
90092,Batalha,Leiria,Reguengo Do Fetal
90093,Lousada,Porto,Vilar Do Torno E Alentém
90094,Oleiros,Castelo Branco,Amieira
90095,Alfândega Da Fé,Bragança,Eucisia
90096,Celorico Da Beira,Guarda,Casas Do Soeiro
90097,Tomar,Santarém,Asseiceira
90098,Sabugal,Guarda,Baraçal
90099,Vila Verde,Braga,Azões
90100,Fronteira,Portalegre,São Saturnino
90101,Armamar,Viseu,Queimada
90102,Guarda,Guarda,Benespera
90103,Alfândega Da Fé,Bragança,Valverde
90104,Celorico Da Beira,Guarda,Vide Entre Vinhas
90105,Carrazeda De Ansiães,Bragança,Zedes
90106,Bragança,Bragança,Pombares
90107,Ponte De Lima,Viana Do Castelo,Vitorino Das Donas
90108,Guarda,Guarda,Aldeia Do Bispo
90109,Montalegre,Vila Real,Morgade
90110,Esposende,Braga,Apúlia
90111,Guimarães,Braga,Gémeos
90112,Penamacor,Castelo Branco,Aldeia Do Bispo
90113,Ponte Da Barca,Viana Do Castelo,Oleiros
90114,Melgaço,Viana Do Castelo,Gave
90115,Boticas,Vila Real,Fiães Do Tâmega
90116,Amarante,Porto,Figueiró (Santa Cristina)
90117,Abrantes,Santarém,Bemposta
90118,Penafiel,Porto,Paredes
90119,Maia,Porto,Maia
90120,Felgueiras,Porto,Moure
90121,Santiago Do Cacém,Setúbal,Santo André
90122,Vila Nova De Gaia,Porto,Pedroso
90123,Vila Nova De Gaia,Porto,Sermonde
90124,Arganil,Coimbra,Cerdeira
90125,Macedo De Cavaleiros,Bragança,Castelãos
90126,Castro Daire,Viseu,Cabril
90127,Montalegre,Vila Real,Negrões
90128,Condeixa-A-Nova,Coimbra,Bem Da Fé
90129,Arruda Dos Vinhos,Lisboa,Santiago Dos Velhos
90130,Santo Tirso,Porto,Rebordões
90131,Peso Da Régua,Vila Real,Sedielos
90132,Valpaços,Vila Real,Rio Torto
90133,Torres Novas,Santarém,Ribeira Branca
90134,Elvas,Portalegre,São Vicente E Ventosa
90135,Cabeceiras De Basto,Braga,Abadim
90136,Seia,Guarda,Paranhos
90137,Fornos De Algodres,Guarda,Casal Vasco
90138,Vila Nova Da Barquinha,Santarém,Moita Do Norte
90139,Ponte De Lima,Viana Do Castelo,Boalhosa
90140,Mafra,Lisboa,Carvoeira
90141,Terras De Bouro,Braga,Carvalheira
90142,Arouca,Aveiro,Santa Eulália
90143,Fornos De Algodres,Guarda,Maceira
90144,Vila Nova De Gaia,Porto,Canelas
90145,Ourém,Santarém,Matas
90146,Cascais,Lisboa,Cascais
90147,Fornos De Algodres,Guarda,Fornos De Algodres
90148,Montalegre,Vila Real,Cambeses Do Rio
90149,Vila Pouca De Aguiar,Vila Real,Lixa Do Alvão
90150,Setúbal,Setúbal,Setúbal (Santa Maria Da Graça)
90151,Santo Tirso,Porto,Burgães
90152,Matosinhos,Porto,Custóias
90153,Valpaços,Vila Real,Carrazedo De Montenegro
90154,Viana Do Castelo,Viana Do Castelo,Areosa
90155,Caminha,Viana Do Castelo,Vilar De Mouros
90156,Torres Novas,Santarém,Alcorochel
90157,Elvas,Portalegre,Assunção
90158,Braga,Braga,Lamas
90159,Coimbra,Coimbra,São João Do Campo
90160,Vila Franca De Xira,Lisboa,Alhandra
90161,Matosinhos,Porto,Santa Cruz Do Bispo
90162,Torres Vedras,Lisboa,Silveira
90163,Vila Flor,Bragança,Vale Frechoso
90164,Seia,Guarda,Sameice
90165,Montalegre,Vila Real,Vila Da Ponte
90166,Barcelos,Braga,Campo
90167,Arganil,Coimbra,Pombeiro Da Beira
90168,Penedono,Viseu,Póvoa De Penela
90169,Barcelos,Braga,Negreiros
90170,Abrantes,Santarém,Alvega
90171,Torres Novas,Santarém,Parceiros De Igreja
90172,Fundão,Castelo Branco,Alpedrinha
90173,Figueira De Castelo Rodrigo,Guarda,Reigada
90174,Viseu,Viseu,Viseu (Coração De Jesus)
90175,Oliveira De Azeméis,Aveiro,Pinheiro Da Bemposta
90176,Sátão,Viseu,São Miguel De Vila Boa
90177,Torres Vedras,Lisboa,São Pedro Da Cadeira
90178,Vila Pouca De Aguiar,Vila Real,Pensalvos
90179,Marco De Canaveses,Porto,Torrão
90180,Mortágua,Viseu,Mortágua
90181,Vila Flor,Bragança,Roios
90182,Reguengos De Monsaraz,Évora,Campo
90183,Pinhel,Guarda,Freixedas
90184,Mação,Santarém,Carvoeiro
90185,Resende,Viseu,São João De Fontoura
90186,Barcelos,Braga,Alvelos
90187,Torres Vedras,Lisboa,Freiria
90188,Proença-A-Nova,Castelo Branco,Montes Da Senhora
90189,Mértola,Beja,São Sebastião Dos Carros
90190,Figueira Da Foz,Coimbra,Borda Do Campo
90191,Alfândega Da Fé,Bragança,Saldonha
90192,Coimbra,Coimbra,São Martinho Do Bispo
90193,Vimioso,Bragança,Pinelo
90194,Monção,Viana Do Castelo,Trute
90195,Bragança,Bragança,Castrelos
90196,Caldas Da Rainha,Leiria,Salir De Matos
90197,Tomar,Santarém,Tomar (São João Baptista)
90198,Bragança,Bragança,Rebordãos
90199,Guarda,Guarda,Pêro Soares
90200,Guarda,Guarda,Vila Cortês Do Mondego
90201,Lisboa,Lisboa,Anjos
90202,Leiria,Leiria,Pousos
90203,Sabrosa,Vila Real,São Cristovão Do Douro
90204,Viana Do Castelo,Viana Do Castelo,Mazarefes
90205,Vila Do Conde,Porto,Malta
90206,Monção,Viana Do Castelo,Luzio
90207,Trancoso,Guarda,Cótimos
90208,Boticas,Vila Real,Codessoso
90209,Oeiras,Lisboa,Paço De Arcos
90210,Sintra,Lisboa,Sintra (São Pedro De Penaferrim)
90211,Paredes,Porto,Castelões De Cepeda
90212,Vila Do Conde,Porto,Fajozes
90213,Vila Nova De Foz Côa,Guarda,Castelo Melhor
90214,Guimarães,Braga,Tabuadelo
90215,Amares,Braga,Lago
90216,Terras De Bouro,Braga,Vilar Da Veiga
90217,Vila Nova De Paiva,Viseu,Queiriga
90218,Pinhel,Guarda,Pínzio
90219,Baião,Porto,Valadares
90220,Sabrosa,Vila Real,São Lourenço De Ribapinhão
90221,Tábua,Coimbra,Póvoa De Midões
90222,Guarda,Guarda,Arrifana
90223,Soure,Coimbra,Alfarelos
90224,Abrantes,Santarém,São Facundo
90225,Vila Do Conde,Porto,Bagunte
90226,Guimarães,Braga,Calvos
90227,Penafiel,Porto,Eja
90228,Torres Novas,Santarém,Torres Novas (São Pedro)
90229,Sintra,Lisboa,Algueirão-Mem Martins
90230,Ourém,Santarém,Formigais
90231,Palmela,Setúbal,Marateca
90232,Vila Do Conde,Porto,Vilar De Pinheiro
90233,Moimenta Da Beira,Viseu,Sever
90234,Montemor-O-Velho,Coimbra,Seixo De Gatões
90235,Vila Viçosa,Évora,Ciladas
90236,Leiria,Leiria,Regueira De Pontes
90237,Macedo De Cavaleiros,Bragança,Vilar Do Monte
90238,Chaves,Vila Real,Águas Frias
90239,Cabeceiras De Basto,Braga,Refojos De Basto
90240,Coimbra,Coimbra,Taveiro
90241,Vila Real,Vila Real,Justes
90242,Borba,Évora,Borba (Matriz)
90243,Ponte De Lima,Viana Do Castelo,Navió
90244,Silves,Faro,Armação De Pêra
90245,Condeixa-A-Nova,Coimbra,Anobra
90246,Sabrosa,Vila Real,Celeirós
90247,Torres Novas,Santarém,Riachos
90248,Covilhã,Castelo Branco,Aldeia De São Francisco De Assis
90249,Valença,Viana Do Castelo,São Pedro Da Torre
90250,Montalegre,Vila Real,Montalegre
90251,Vale De Cambra,Aveiro,Macieira De Cambra
90252,Arcos De Valdevez,Viana Do Castelo,Santar
90253,Alandroal,Évora,Juromenha (Nossa Senhora Do Loreto)
90254,Mêda,Guarda,Barreira
90255,Serpa,Beja,Serpa (Santa Maria)
90256,Vila Real,Vila Real,Abaças
90257,Mirandela,Bragança,Franco
90258,Évora,Évora,Sé E São Pedro
90259,Gouveia,Guarda,Vila Franca Da Serra
90260,Chaves,Vila Real,Santa Maria Maior
90261,Mirandela,Bragança,Caravelas
90262,Portalegre,Portalegre,Alegrete
90263,Bragança,Bragança,Rio De Onor
90264,Sernancelhe,Viseu,Sernancelhe
90265,Sátão,Viseu,Romãs
90266,Montemor-O-Velho,Coimbra,Gatões
90267,Viseu,Viseu,Santos Evos
90268,Crato,Portalegre,Vale Do Peso
